# 20191030-181036-Voltage\s,V
8.245590209960938,1.3688115969846457
8.303276777267456,2.1006778338856646
8.361295700073242,1.0031761269836408
8.419690608978271,0.32919029427381064
8.478300094604492,2.799495890231342
8.53717565536499,2.51279057133784
8.59433627128601,0.6318273055006856
8.651458501815796,2.096612420234716
8.710291862487793,2.8952640600723014
8.768035888671875,0.8836171368226402
8.825380086898804,2.344190800408599
8.884551763534546,2.108558813049366
8.951559066772461,1.609299832755299
9.010647535324097,0.2524586827641865
9.069983005523682,1.4571228938437095
9.128891468048096,2.48801156400478
9.186256170272827,2.4101302389517567
9.244521617889404,1.4545024793626493
9.302441358566284,0.9277671836244591
9.360300302505493,1.8499868997453623
9.418278455734253,2.230904763268782
9.477086782455444,2.9269727311304288
9.53729510307312,2.109246993340481
9.59802532196045,0.33511630346294274
9.658568382263184,0.46439519919682215
9.719290971755981,1.9696507651892436
9.779811143875122,2.9159680382457576
9.840240716934204,2.692002325222522
9.900984525680542,1.465005761623678
9.961827039718628,0.2665604348518865
10.02169919013977,2.8866136485903384
10.081618547439575,0.18073144023015808
10.141584634780884,0.23553216590532033
10.201798915863037,0.05111469677147917
10.26176381111145,1.9856397122337741
10.321918249130249,2.5959914381340523
10.381689071655273,2.6555202721139795
10.44186544418335,0.046873649565019826
10.502646684646606,2.2650226700490896
10.565775632858276,1.5475952225616585
10.627322673797607,1.9445229116492009
10.689180374145508,2.6993018128960635
10.74988055229187,0.5591280956144407
10.810559511184692,2.9972871844032207
10.871530294418335,0.036161034728660835
10.931396245956421,1.7487701251680603
10.991800308227539,1.4566010874407578
11.052021741867065,2.241872265724393
11.112468481063843,2.084153513737092
11.173297882080078,1.0105841755209022
11.235505819320679,2.7180701392160724
11.296707391738892,0.6369211087782771
11.357141733169556,1.3510084586782969
11.417980670928955,1.701463931116691
11.478530883789062,2.1918455709940843
11.542839288711548,2.1556242695733383
11.605467081069946,0.303948316710996
11.668255090713501,2.2452025840925622
11.73168158531189,0.7861824878788338
11.795330286026001,0.7760878249098204
11.859007120132446,0.6586884579712093
11.921916007995605,2.350891595849408
11.984320640563965,2.258965506413606
12.046708345413208,2.943821593020542
12.109081268310547,1.0221383154777572
12.173773050308228,2.077603351142556
12.23754072189331,2.8401346017683036
12.301337242126465,0.8333817141147555
12.365774393081665,0.38190759633392013
12.429455518722534,2.25533547585365
12.493028163909912,1.468501672438286
12.55712366104126,1.3683480349128159
12.619715929031372,1.244966846247951
12.682583332061768,0.71872257918481
12.74496078491211,0.466726853988634
12.80763554573059,0.8333406240182215
12.870044946670532,0.2892833270370502
12.932403087615967,0.4500829476746956
12.995007276535034,1.0789848997751446
13.05750823020935,2.9545610099012714
13.119802236557007,1.0407157152646762
13.18228554725647,0.7998547951050745
13.245042562484741,1.2725142900797213
13.307433843612671,1.791163615075221
13.369370460510254,1.9035457803736766
13.434184074401855,1.0389473963643114
13.498852729797363,0.06572374501080303
13.565448999404907,0.9205252641937326
